"species","spnumber","star","pref"
"Oplopanax japonicus (Nakai) Nakai",5752,"BU","Miyagi"
"Wisteria floribunda (Willd.) DC.",11647,"BU","Miyagi"
"Rubus vernus Focke",11424,"GD","Miyagi"
"Pinus pumila (Pall.) Regel",3983,"GN","Miyagi"
"Magnolia salicifolia (Siebold et Zucc.) Maxim.",10250,"BU","Miyagi"
"Artemisia japonica Thunb. subsp. japonica",165,"GN","Miyagi"
"Fraxinus mandshurica Rupr.",4623,"GN","Yamagata"
"Fraxinus mandshurica Rupr.",4623,"GN","Miyagi"
"Macleaya cordata (Willd.) R. Br.",10805,"GN","Miyagi"
"Stellaria aquatica (L.) Scop.",10117,"GN","Miyagi"
"Ulmus laciniata (Trautv.) Mayr",9761,"GN","Miyagi"
"Arcterica nana (Maxim.) Makino",4494,"GN","Miyagi"
"Mimulus sessilifolius Maxim.",5051,"GN","Miyagi"
"Carpinus tschonoskii Maxim.",9712,"GN","Akita"
"Disporum smilacinum A. Gray",29829,"GN","Miyagi"
"Cynanchum caudatum (Miq.) Maxim.",4720,"GN","Miyagi"
"Diapensia lapponica L. var. obovata",273,"GN","Miyagi"
"Hieracium japonicum Franch. et Sav.",4056,"BU","Miyagi"
"Sanicula chinensis Bunge",5760,"GN","Miyagi"
"Gaultheria miqueliana Takeda",4495,"GN","Miyagi"
"Rhamnus crenata Sieb. et Zucc.",5471,"GN","Miyagi"
"Abies firma Sieb. et Zucc.",3968,"BU","Miyagi"
"Abies firma Sieb. et Zucc.",3968,"BU","Akita"
"Zanthoxylum piperitum (L.) DC.",5338,"GN","Miyagi"
"Rubus pectinellus Maxim.",11404,"GN","Miyagi"
"Rubus pectinellus Maxim.",11404,"GN","Iwate"
"Parnassia palustris L.",11056,"GN","Miyagi"
"Parasenecio hastata (L.) H. Koyama subsp. orientalis Kitam.",126,"GN","Miyagi"
"Gaultheria adenothrix (Miq.) Maxim.",4496,"GN","Miyagi"
"Inula ciliaris (Miq.) Maxim.",4262,"BU","Miyagi"
"Rhus javanica L.",5372,"GN","Miyagi"
"Magnolia kobus DC.",10251,"GN","Miyagi"
"Cassiope lycopodioides (Pall.) D. Don",4493,"GN","Miyagi"
"Vaccinium praestans Lamb.",4515,"GN","Miyagi"
"Clematis apiifolia DC.",10437,"GN","Miyagi"
"Panax pseudoginseng Wall. var. japonicus",752,"GN","Miyagi"
"Swida macrophylla (Wall.) Soj{a'}rk",5733,"GN","Miyagi"
"Rhododendron japonicum (A. Gray) Suringar",4465,"BU","Miyagi"
"Fagus japonica Maxim.",9719,"BU","Miyagi"
"Gentiana nipponica Maxim.",4672,"BU","Miyagi"
"Alnus viridis (Chaix) Lam. et DC. subsp. maximowiczii (Callier ex C.K.Schneid.) H. Ohba",9663,"GN","Miyagi"
"Rubus parvifolius L.",11435,"GN","Miyagi"
"Adiantum pedatum L.",3447,"GN","Miyagi"
"Empetrum nigrum L. var. japonicum",340,"GN","Miyagi"
"Carpinus laxiflora (Siebold et Zucc.) Blume",9713,"GN","Miyagi"
"Phyllodoce aleutica (Spreng.) A. Heller",4415,"GN","Miyagi"
"Ulmus davidiana Planch. var. japonica (RENDER) Nakai",9760,"GN","Miyagi"
"Cryptotaenia japonica Hassk.",5765,"GN","Miyagi"
"Loiseleuria procumbens (L.) Desv.",4413,"GN","Miyagi"
"Acer micranthum Sieb. et Zucc.",5384,"BU","Miyagi"
"Artemisia monophylla Kitam.",4223,"GD","Miyagi"
"Phryma leptostachya L. var. oblongifolia Koidz.",499,"GN","Miyagi"
"Orixa japonica Thunb.",5337,"GN","Miyagi"
"Quercus acutissima Carruth.",9721,"GN","Miyagi"
"Lotus corniculatus L. subsp. japonicus (Regel) H. Ohashi",11679,"GN","Miyagi"
"Actinidia polygama (Siebold et Zucc.) Planch. ex Maxim.",10711,"GN","Miyagi"
"Vicia unijuga A.Braun",11620,"GN","Miyagi"
"Metaplexis japonica (Thunb.) Makino",4699,"GN","Miyagi"
"Parthenocissus tricuspidata (Sieb. et Zucc.) Planch.",5488,"GN","Miyagi"
"Sapium japonicum (Sieb. et Zucc.) Pax et K. Hoffm.",5301,"GN","Miyagi"
"Sapium japonicum (Sieb. et Zucc.) Pax et K. Hoffm.",5301,"GN","Iwate"
"Aster scaber Thunb.",4175,"GN","Miyagi"
"Albizia julibrissin Durazz.",11594,"GN","Miyagi"
"Sanguisorba officinalis L.",11499,"GN","Miyagi"
"Houttuynia cordata Thunb.",10614,"GN","Miyagi"
"Hylodesmum oldhamii (Oliv.) H.Ohashi et R.R.Mill",11735,"GN","Miyagi"
"Thalictrum minus L. var. hypoleucum (Siebold et Zucc.) Miq.",10543,"GN","Miyagi"
"Lyonia ovalifolia (Wall.) Drude var. elliptica Sieb. et Zucc.",328,"GN","Miyagi"
"Zanthoxylum schinifolium Sieb. et Zucc.",5343,"GN","Miyagi"
"Philadelphus satsumi Siebold ex Lindl. et Paxton",11178,"BU","Miyagi"
"Acer nikoense Maxim.",5394,"BU","Miyagi"
"Vitex rotundifolia L. f.",4896,"GN","Miyagi"
"Vitex rotundifolia L. f.",4896,"GN","Iwate"
"Neolitsea sericea (Blume) Koidz. var. sericea",10306,"GN","Miyagi"
"Neolitsea sericea (Blume) Koidz. var. sericea",10306,"GN","Iwate"
"Machilus thunbergii Siebold et Zucc. ex Meisn.",10300,"GN","Miyagi"
"Illicium anisatum L.",10259,"BU","Miyagi"
"Illicium anisatum L.",10259,"BU","Iwate"
"Smilax china L.",29794,"GN","Miyagi"
"Lindera praecox (Siebold et Zucc.) Blume",10282,"BU","Miyagi"
"Elaeagnus umbellata Thunb.",3200,"GN","Miyagi"
"Gnaphalium japonicum Thunb.",4271,"GN","Miyagi"
"Lobelia chinensis Lour.",5208,"GN","Miyagi"
"Mallotus japonicus (Thunb. ex L. f.) M{uu}ll. Arg.",5295,"GN","Miyagi"
"Mallotus japonicus (Thunb. ex L. f.) M{uu}ll. Arg.",5295,"GN","Iwate"
"Akebia quinata (Houtt.) Decne.",10579,"GN","Miyagi"
"Eclipta prostrata (L.) L.",4096,"GN","Miyagi"
"Acalypha australis L.",5291,"GN","Miyagi"
"Vicia unijuga A.Braun",11620,"GN","Yamagata"
"Quercus acutissima Carruth.",9721,"GN","Yamagata"
"Rumex japonicus Houtt.",9910,"GN","Yamagata"
"Lindera praecox (Siebold et Zucc.) Blume",10282,"BU","Yamagata"
"Alnus japonica (Thunb.) Steud.",9676,"GN","Yamagata"
"Buckleya lanceolata (Siebold et Zucc.) Miq.",9889,"GN","Yamagata"
"Salsola komarovii Iljin",10216,"GN","Yamagata"
"Orixa japonica Thunb.",5337,"GN","Yamagata"
"Rubus microphyllus L.f.",11420,"GN","Yamagata"
"Eleutherococcus innovans (Sieb. et Zucc.) H. Ohba",5745,"GN","Yamagata"
"Aria japonica Decne.",11298,"BU","Yamagata"
"Carpinus laxiflora (Siebold et Zucc.) Blume",9713,"GN","Yamagata"
"Abies firma Sieb. et Zucc.",3968,"BU","Yamagata"
"Rhododendron semibarbatum Maxim.",4432,"GN","Yamagata"
"Parasenecio delphiniifolia (Sieb. et Zucc.) H. Koyama",4138,"GN","Yamagata"
"Eupatorium makinoi Kawahara et Yahara var. oppositifolium Koidz.",202,"GN","Miyagi"
"Buddleja japonica Hemsl.",5027,"BU","Miyagi"
"Buddleja japonica Hemsl.",5027,"BU","Yamagata"
"Fagus japonica Maxim.",9719,"BU","Yamagata"
"Rhododendron japonicum (A. Gray) Suringar",4465,"BU","Yamagata"
"Acer diabolicum Blume ex K. Koch",5396,"BU","Miyagi"
"Acer diabolicum Blume ex K. Koch",5396,"BU","Yamagata"
"Torreya nucifera (L.) Sieb. et Zucc.",4003,"GN","Miyagi"
"Quercus aliena Blume",9731,"GN","Miyagi"
"Torreya nucifera (L.) Sieb. et Zucc.",4003,"GN","Iwate"
"Limonium tetragonum (Thunb.) Bullock",4579,"GN","Miyagi"
"Salicornia europaea L.",10195,"GN","Miyagi"
"Calystegia soldanella (L.) Roem. et Schult.",4764,"GN","Niigata"
"Rhus ambigua Lavall{e'}e ex Dippel",5371,"GN","Niigata"
"Thalictrum minus L. var. hypoleucum (Siebold et Zucc.) Miq.",10543,"GN","Niigata"
"Sapium japonicum (Sieb. et Zucc.) Pax et K. Hoffm.",5301,"GN","Niigata"
"Sapium japonicum (Sieb. et Zucc.) Pax et K. Hoffm.",5301,"GN","Yamagata"
"Ampelopsis glandulosa (Wall.) Momiy. var. hancei",682,"GN","Niigata"
"Styrax japonicus Sieb. et Zucc.",4592,"GN","Niigata"
"Cyrtomium falcatum (L. f.) C. Presl",3553,"GN","Niigata"
"Fraxinus mandshurica Rupr.",4623,"GN","Niigata"
"Celastrus orbiculatus Thunb.",3188,"GN","Niigata"
"Rhododendron albrechtii Maxim.",4466,"GN","Niigata"
"Lobelia chinensis Lour.",5208,"GN","Niigata"
"Callicarpa japonica Thunb.",4907,"GN","Niigata"
"Eclipta prostrata (L.) L.",4096,"GN","Niigata"
"Lysimachia japonica Thunb.",4553,"GN","Niigata"
"Artemisia japonica Thunb. subsp. japonica",165,"GN","Niigata"
"Picrasma quassioides (D. Don) Benn.",5354,"GN","Niigata"
"Padus grayana (Maxim.) C.K.Schneid.",11327,"GN","Niigata"
"Lotus corniculatus L. subsp. japonicus (Regel) H. Ohashi",11679,"GN","Niigata"
"Eleutherococcus sciadophylloides (Franch. et Sav.) H. Ohashi",5746,"GN","Niigata"
"Sedum uniflorum Hook., et Arn. subsp. oryzifolium (Makino) H. Ohba",11029,"GN","Niigata"
"Sedum uniflorum Hook., et Arn. subsp. oryzifolium (Makino) H. Ohba",11029,"GN","Yamagata"
"Acer pictum Thunb. subsp. mono Maxim.",648,"GN","Niigata"
"Cocculus trilobus (Thunb.) DC.",10592,"GN","Niigata"
"Akebia trifoliata (Thunb.) Koidz.",10580,"GN","Niigata"
"Daphniphyllum macropodum Miq. var. humile Maxim. ex Franch. et Sav.",625,"BU","Niigata"
"Fallopia japonica (Houtt.) Ronse Decr. var. japonica",9949,"GN","Niigata"
"Adenocaulon himalaicum Edgew.",4072,"GN","Niigata"
"Camellia japonica L.",10714,"GN","Niigata"
"Artemisia stelleriana Besser",4218,"GN","Niigata"
"Castanea crenata Siebold et Zucc.",9752,"GN","Niigata"
"Magnolia hypoleuca Siebold et Zucc.",10247,"GN","Niigata"
"Aralia cordata Thunb.",3227,"GN","Niigata"
"Phellodendron amurense Rupr.",3178,"GN","Niigata"
"Vitis ficifolia Bunge var. lobata Regel",675,"GN","Niigata"
"Houttuynia cordata Thunb.",10614,"GN","Niigata"
"Plantago asiatica L.",5144,"GN","Niigata"
"Rubia argyi (L{e'}v. et Van.) Hara ex Lauener",4839,"GN","Niigata"
"Oenanthe javanica (Blume) DC.",3235,"GN","Niigata"
"Styrax obassia Sieb. et Zucc.",4593,"GN","Niigata"
"Parasenecio delphiniifolia (Sieb. et Zucc.) H. Koyama",4138,"GN","Niigata"
"Zanthoxylum schinifolium Sieb. et Zucc.",5343,"GN","Niigata"
"Fagus crenata Blume",9718,"BU","Niigata"
"Cladothamnus bracteatus (Maxim.) Yamazaki",4410,"BU","Niigata"
"Lathyrus japonicus Willd.",11632,"GN","Niigata"
"Acer japonicum Thunb.",5389,"BU","Niigata"
"Ainsliaea apiculata Sch.-Bip.",3160,"GN","Niigata"
"Rumex japonicus Houtt.",9910,"GN","Niigata"
"Macleaya cordata (Willd.) R. Br.",10805,"GN","Niigata"
"Viburnum furcatum Bl. ex Maxim.",5214,"GN","Niigata"
"Hylodesmum podocarpum (DC.) H.Ohashi et R.R.Mill var. oxyphyllum (DC.) H.Ohashi et R.R.Mill",11743,"GN","Niigata"
"Juglans mandshurica Maxim. var. sachalinensis (Miyabe et Kud{o^}) Kitam.",9579,"GN","Niigata"
"Vaccinium japonicum Miq.",4498,"GN","Niigata"
"Viburnum dilatatum Thunb. ex Murray",5219,"GN","Niigata"
"Aesculus turbinata Blume",5402,"GN","Niigata"
"Impatiens noli-tangere L.",5409,"GN","Niigata"
"Salsola komarovii Iljin",10216,"GN","Niigata"
"Pueraria lobata (Willd.) Ohwi",11792,"GN","Niigata"
"Zelkova serrata (Thunb.) Makino",9762,"GN","Niigata"
"Acalypha australis L.",5291,"GN","Niigata"
"Rubus phoenicolasius Maxim.",11434,"GN","Niigata"
"Stellaria aquatica (L.) Scop.",10117,"GN","Niigata"
"Sophora flavescens Sol.",11598,"GN","Niigata"
"Mallotus japonicus (Thunb. ex L. f.) M{uu}ll. Arg.",5295,"GN","Niigata"
"Centipeda minima (L.) A. Br. et Asch.",4204,"GN","Niigata"
"Hedera rhombea (Miq.) Bean",5740,"GN","Niigata"
"Quercus serrata Murray",9727,"GN","Niigata"
"Lysimachia clethroides Duby",29844,"GN","Niigata"
"Zanthoxylum ailanthoides Sieb. et Zucc.",3177,"GN","Niigata"
"Osmunda japonica Thunb.",3329,"GN","Niigata"
"Elaeagnus umbellata Thunb.",3200,"GN","Niigata"
"Rosa multiflora Thunb. var. multiflora",11464,"GN","Niigata"
"Euonymus fortunei (Turcz.) Hand.-Mazz. var. radicans Sieb. ex Miq.",662,"GN","Niigata"
"Fraxinus sieboldiana Bl.",4625,"GN","Niigata"
"Rubus parvifolius L.",11435,"GN","Niigata"
"Disporum smilacinum A. Gray",29829,"GN","Niigata"
"Juniperus rigida Sieb. et Zucc.",3997,"GN","Niigata"
"Juniperus rigida Sieb. et Zucc.",3997,"GN","Yamagata"
"Fallopia sachalinensis (F. Schmidt) Ronse Decr.",9953,"GN","Niigata"
"Vitex rotundifolia L. f.",4896,"GN","Niigata"
"Lysimachia mauritiana Lam.",4550,"GN","Niigata"
"Cryptotaenia japonica Hassk.",5765,"GN","Niigata"
"Cryptotaenia japonica Hassk.",5765,"GN","Yamagata"
"Buckleya lanceolata (Siebold et Zucc.) Miq.",9889,"GN","Niigata"
"Paederia foetida L.",4835,"GN","Niigata"
"Senecio cannabifolius Less.",4119,"GN","Niigata"
"Ardisia japonica (Thunb.) Bl.",4535,"GN","Niigata"
"Blechnum niponicum (Kunze) Makino",3531,"GN","Niigata"
"Persicaria thunbergii (Siebold et Zucc.) H.Gross var. thunbergii",9976,"GN","Niigata"
"Plagiogyria matsumureana Makino",3337,"GN","Niigata"
"Quercus dentata Thunb.",9723,"GN","Niigata"
"Swida controversa (Hemsl. ex Prain) Soj{a'}rk",5732,"GN","Niigata"
"Carpinus laxiflora (Siebold et Zucc.) Blume",9713,"GN","Niigata"
"Pteridium aquilinum (L.) Kuhn",3400,"GN","Niigata"
"Smilax china L.",29794,"GN","Niigata"
"Celtis sinensis Pers.",9767,"GN","Niigata"
"Agrimonia pilosa Ledeb.",11492,"GN","Niigata"
"Wisteria floribunda (Willd.) DC.",11647,"BU","Niigata"
"Vitis coignetiae Pulliat ex Planch.",5484,"GN","Niigata"
"Torreya nucifera (L.) Sieb. et Zucc.",4003,"GN","Niigata"
"Patrinia villosa (Thunb.) Juss.",5257,"GN","Niigata"
"Leymus mollis (Trin.) Pilger",29526,"GN","Niigata"
"Sanicula chinensis Bunge",5760,"GN","Niigata"
"Aria alnifolia (Siebold et Zucc.) Decne.",11297,"GN","Niigata"
"Zanthoxylum piperitum (L.) DC.",5338,"GN","Niigata"
"Morus australis Poir. in Lam.",9799,"GN","Niigata"
"Rhus javanica L.",5372,"GN","Niigata"
"Pourthiaea villosa (Thunb.) Decne. var. villosa",11300,"GN","Niigata"
"Rodgersia podophylla A. Gray",11066,"GN","Niigata"
"Geranium nepalense Sweet",11856,"GN","Niigata"
"Albizia julibrissin Durazz.",11594,"GN","Niigata"
"Impatiens textorii Miq.",5408,"GN","Niigata"
"Rhododendron obtusum (Lindl.) Planch. var. kaempferi Planch.",290,"BU","Niigata"
"Orixa japonica Thunb.",5337,"GN","Niigata"
"Shortia uniflora (Maxim.) Maxim.",4407,"GD","Niigata"
"Eupatorium makinoi Kawahara et Yahara var. oppositifolium Koidz.",202,"GN","Niigata"
"Aralia elata (Miq.) Seem.",5738,"GN","Niigata"
"Ilex leucoclada (Maxim.) Makino",5418,"BU","Niigata"
"Adiantum pedatum L.",3447,"GN","Niigata"
"Clematis apiifolia DC.",10437,"GN","Niigata"
"Chloranthus japonicus Siebold",10620,"GN","Niigata"
"Aruncus dioicus (Walter) Fernaid var. kamtschaticus (Maxim.) H. Hara",11247,"GN","Niigata"
"Rosa rugosa Thunb.",11476,"GN","Niigata"
"Pinus densiflora Sieb. et Zucc.",3986,"GN","Niigata"
"Polystichum tripteron (Kunze) C. Presl",3556,"GN","Niigata"
"Imperata cylindrica (L.) Raeusch.",29511,"GN","Niigata"
"Acer distylum Sieb. et Zucc.",5385,"BU","Niigata"
"Aster scaber Thunb.",4175,"GN","Niigata"
"Prunella vulgaris L. subsp. asiatica (Nakai) Hara",473,"GN","Niigata"
"Deutzia crenata Siebold et Zucc. var. crenata",11185,"GN","Niigata"
"Hovenia dulcis Thunb.",5472,"GN","Niigata"
"Quercus crispula Blume",9724,"GN","Niigata"
"Alnus matsumurae Callier",9671,"GD","Yamagata"
"Loiseleuria procumbens (L.) Desv.",4413,"GN","Yamagata"
"Philadelphus satsumi Siebold ex Lindl. et Paxton",11178,"BU","Yamagata"
"Swida macrophylla (Wall.) Soj{a'}rk",5733,"GN","Yamagata"
"Cimicifuga simplex (DC.) Turcz",10328,"GN","Yamagata"
"Viburnum sieboldii Miq.",5210,"BU","Yamagata"
"Menyanthes trifoliata L.",4683,"GN","Yamagata"
"Stephanandra incisa (Thunb.) Siebold et Zucc. ex Zabel var. incisa",11254,"GN","Yamagata"
"Parasenecio auriculata (DC.) H. Koyama",4142,"GN","Yamagata"
"Betula corylifolia Regel et Maxim",9687,"BU","Yamagata"
"Tsusiophyllum camtschaticum (Pall.) Small",4419,"GN","Yamagata"
"Arctous alpinus (L.) Nied. var. japonicus Nakai",330,"GN","Yamagata"
"Indigofera pseudotinctoria Matsum.",11687,"GN","Yamagata"
"Euryale ferox Salisb.",10609,"GN","Miyagi"
"Callicarpa mollis Sieb. et Zucc.",4901,"GN","Miyagi"
"Quercus myrsinifolia Blume",9741,"GN","Miyagi"
"Viburnum phlebotrichum Sieb. et Zucc.",5215,"BU","Miyagi"
"Dryopteris erythrosora (D. C. Eaton) Kuntze",3684,"GN","Miyagi"
"Ilex integra Thunb.",5415,"GN","Miyagi"
"Stachyurus praecox Sieb. et Zucc.",3210,"GN","Niigata"
"Salix integra Thunb.",9613,"GN","Niigata"
"Euonymus alatus (Thunb.) Sieb.",3186,"GN","Niigata"
"Actinidia arguta (Siebold et Zucc.) Planch. ex Miq. var. arguta",10709,"GN","Niigata"
"Eurya japonica Thunb.",10738,"GN","Niigata"
"Parthenocissus tricuspidata (Sieb. et Zucc.) Planch.",5488,"GN","Niigata"
"Rubus microphyllus L.f.",11420,"GN","Niigata"
"Vitis flexuosa Thunb.",3192,"GN","Niigata"
"Caesalpinia decapetala (Roth) Alston",11581,"GN","Niigata"
"Elaeagnus macrophylla Thunb.",5555,"GN","Niigata"
"Akebia quinata (Houtt.) Decne.",10579,"GN","Niigata"
"Salix udensis Trautv. et C. A. Mey.",9622,"GN","Niigata"
"Quercus acutissima Carruth.",9721,"GN","Niigata"
"Ficus nipponica Franch. et Sav.",9777,"GN","Niigata"
"Kerria japonica (L.) DC.",11510,"GN","Niigata"
"Ixeris repens (L.) A. Gray",4036,"GN","Niigata"
"Indigofera pseudotinctoria Matsum.",11687,"GN","Niigata"
"Saxifraga fortunei Hook. f. var. alpina (Matsum. et Nakai) Nakai",11092,"GN","Niigata"
"Machilus thunbergii Siebold et Zucc. ex Meisn.",10300,"GN","Niigata"
"Carpinus tschonoskii Maxim.",9712,"GN","Yamagata"
"Carpinus tschonoskii Maxim.",9712,"GN","Niigata"
"Staphylea bumalda DC.",5456,"GN","Niigata"
"Hydrangea petiolaris Siebold et Zucc.",11203,"GN","Niigata"
"Schizophragma hydrangeoides Siebold et Zucc.",11199,"GN","Niigata"
"Trientalis europaea L.",4559,"GN","Niigata"
"Mimulus nepalensis Benth.",5050,"GN","Niigata"
"Gynostemma pentaphyllum (Thunb.) Makino",5635,"GN","Yamagata"
"Gynostemma pentaphyllum (Thunb.) Makino",5635,"GN","Niigata"
"Ilex rugosa F. Schmidt",5424,"GN","Niigata"
"Lysimachia vulgaris L. var. davurica Ledeb.",4552,"GN","Niigata"
"Rhus trichocarpa Miq.",5373,"GN","Niigata"
"Eupatorium glehni F. Schmidt ex Trautv.",4284,"GN","Niigata"
"Metaplexis japonica (Thunb.) Makino",4699,"GN","Niigata"
"Gaultheria adenothrix (Miq.) Maxim.",4496,"GN","Niigata"
"Coptis trifolia (L.) Salisb.",10494,"GN","Niigata"
"Magnolia salicifolia (Siebold et Zucc.) Maxim.",10250,"BU","Niigata"
"Cynanchum caudatum (Miq.) Maxim.",4720,"GN","Niigata"
"Panax pseudoginseng Wall. var. japonicus",752,"GN","Niigata"
"Aster glehni F. Schmidt var. hondoensis",151,"BU","Niigata"
"Mitchella undulata Sieb. et Zucc.",4830,"GN","Niigata"
"Eleutherococcus innovans (Sieb. et Zucc.) H. Ohba",5745,"GN","Niigata"
"Fauria crista-galli (Menz.) Makino subsp. japonica Fr.",395,"BU","Niigata"
"Drosera rotundifolia L.",10961,"GN","Niigata"
"Acer rufinerve Sieb. et Zucc.",5379,"BU","Niigata"
"Primula nipponica Yatabe",4575,"BK","Niigata"
"Hydrangea paniculata Siebold",11209,"GN","Niigata"
"Tripterospermum japonicum (Sieb. et Zucc.) Maxim.",4682,"GN","Niigata"
"Oplopanax japonicus (Nakai) Nakai",5752,"BU","Niigata"
"Clintonia udensis Trautv. & C.A.Mey.",25816,"GN","Niigata"
"Diapensia lapponica L. var. obovata",273,"GN","Niigata"
"Menyanthes trifoliata L.",4683,"GN","Niigata"
"Sorbus commixta Hedl.",11291,"?","Niigata"
"Ulmus davidiana Planch. var. japonica (RENDER) Nakai",9760,"GN","Niigata"
"Leucothoe grayana Maxim.",4488,"BU","Niigata"
"Geum pentapetalum (L.) Makino",11570,"GN","Niigata"
"Epigaea asiatica Maxim.",4418,"BU","Niigata"
"Geum calthifolium Sm. var. nipponicum (F.Bolle) Ohwi",11572,"GN","Niigata"
"Sorbus matsumurana (Makino) Koehne",11294,"BU","Niigata"
"Phyllodoce aleutica (Spreng.) A. Heller",4415,"GN","Niigata"
"Clethra barbinervis Sieb. & Zucc.",29824,"GN","Niigata"
"Mimulus sessilifolius Maxim.",5051,"GN","Niigata"
"Empetrum nigrum L. var. japonicum",340,"GN","Niigata"
"Pterocarya rhoifolia Siebold et Zucc.",9576,"GN","Niigata"
"Lysichiton camtschatcensis (L.) Schott",24629,"GN","Niigata"
"Gentiana nipponica Maxim.",4672,"BU","Niigata"
"Pinus pumila (Pall.) Regel",3983,"GN","Niigata"
"Spiraea betulifolia Pall.",11277,"?","Niigata"
"Chloranthus serratus (Thunb.) Roem. et Schult.",10621,"GN","Niigata"
"Ilex sugerokii Maxim. var. brevipedunculata Maxim.",657,"GN","Niigata"
"Arcterica nana (Maxim.) Makino",4494,"GN","Niigata"
"Diphylleia grayi F. Schmidt",10577,"GN","Niigata"
"Acer tschonoskii Maxim.",3180,"BU","Niigata"
"Vaccinium vitis-idaea L.",4505,"GN","Niigata"
"Artemisia monophylla Kitam.",4223,"GD","Niigata"
"Artemisia sinanensis Y. Yabe",4215,"GD","Yamagata"
"Artemisia sinanensis Y. Yabe",4215,"GD","Niigata"
"Chamaepericlymenum canadense (L.) Asch. et Graebn.",5737,"GN","Niigata"
"Elliottia paniculata (Sieb. et Zucc.) Benth. et Hook. f.",4411,"GN","Niigata"
"Trautvetteria palmata Fisch. et C. A. Mey. var. palmate",10450,"GN","Niigata"
"Filipendula camtschatica (Pall.) Maxim.",11513,"GN","Niigata"
"Alnus matsumurae Callier",9671,"GD","Niigata"
"Laportea bulbifera (Siebold et Zucc.) Wedd.",9810,"GN","Niigata"
"Anaphalis margaritacea (L.) Benth. et Hook. f.",4280,"GN","Niigata"
"Actinidia polygama (Siebold et Zucc.) Planch. ex Maxim.",10711,"GN","Niigata"
"Akebia quinata (Houtt.) Decne.",10579,"GN","Yamagata"
"Silene miqueliana (Rohrb.) H.Ohashi et H.Nakai",10151,"BU","Yamagata"
"Miricacalia palmata (Thunb.) Maxim.",4132,"GN","Yamagata"
"Acer nikoense Maxim.",5394,"BU","Yamagata"
"Smilax sieboldii Miq.",30389,"GN","Yamagata"
"Actinidia kolomikta (Maxim., et Rupr.) Maxim.",10712,"GN","Yamagata"
"Meliosma tenuis Maxim.",5407,"GN","Yamagata"
"Kerria japonica (L.) DC.",11510,"GN","Yamagata"
"Tsuga diversifolia (Maxim.) Mast.",3973,"BU","Yamagata"
"Hylodesmum oldhamii (Oliv.) H.Ohashi et R.R.Mill",11735,"GN","Yamagata"
"Actinidia kolomikta (Maxim., et Rupr.) Maxim.",10712,"GN","Miyagi"
"Betula corylifolia Regel et Maxim",9687,"BU","Miyagi"
"Ostrya japonica Sarg.",9710,"GN","Yamagata"
"Alnus matsumurae Callier",9671,"GD","Miyagi"
"Populus suaveolens Fisch.",9587,"GN","Miyagi"
"Quercus variabilis Biume",9722,"GN","Miyagi"
"Amelanchier asiatica (Siebold et Zucc.) Endl. ex Walp.",11311,"GN","Miyagi"
"Elaeagnus glabra Thunb.",5554,"GN","Miyagi"
"Viburnum sieboldii Miq.",5210,"BU","Niigata"
"Mertensia maritima (L.) S. F. Gray subsp. asiatica",452,"GN","Niigata"
"Thuja standishii (Gordon) Carri{e`}re",3991,"BU","Niigata"
"Swertia bimaculata (Sieb. et Zucc.) Hook. f. et Thoms. ex C. B. Clarke",4654,"GN","Niigata"
"Paraixeris denticulata (Houtt.) Nakai",4052,"GN","Niigata"
"Cnidium japonicum Miq.",5782,"GN","Niigata"
"Xanthium strumarium L.",4077,"GN","Niigata"
"Lonicera japonica Thunb. ex Murray",5231,"GN","Niigata"
"Chelidonium majus L. subsp. asiaticum H. Hara",10801,"GN","Niigata"
"Glehnia littoralis F. Schmidt",5783,"GN","Niigata"
"Neolitsea sericea (Blume) Koidz. var. sericea",10306,"GN","Niigata"
"Youngia japonica (L.) DC.",4062,"GN","Niigata"
"Pennisetum alopecuroides (L.) Spreng.",29565,"GN","Niigata"
"Alnus japonica (Thunb.) Steud.",9676,"GN","Niigata"
"Aria japonica Decne.",11298,"BU","Niigata"
"Lindera praecox (Siebold et Zucc.) Blume",10282,"BU","Niigata"
"Meliosma myriantha Sieb. et Zucc.",5406,"GN","Niigata"
"Parnassia palustris L.",11056,"GN","Niigata"
"Populus suaveolens Fisch.",9587,"GN","Niigata"
"Acer micranthum Sieb. et Zucc.",5384,"BU","Niigata"
"Swida macrophylla (Wall.) Soj{a'}rk",5733,"GN","Niigata"
"Rhododendron aureum Georgi",4474,"GN","Niigata"
"Rhododendron aureum Georgi",4474,"GN","Yamagata"
"Ulmus laciniata (Trautv.) Mayr",9761,"GN","Niigata"
"Hieracium japonicum Franch. et Sav.",4056,"BU","Niigata"
"Alnus viridis (Chaix) Lam. et DC. subsp. maximowiczii (Callier ex C.K.Schneid.) H. Ohba",9663,"GN","Niigata"
"Betula ermanii Cham. var. ermanii",9692,"GN","Niigata"
"Parasenecio hastata (L.) H. Koyama subsp. orientalis Kitam.",126,"GN","Niigata"
